-8.667 + 50.458i
0.565 + 0.786i
15.338 + -53.972i
-9.295 + -14.971i
24.022 + 19.871i
6.080 + -3.861i
38.973 + 84.741i
20.309 + 8.982i
-65.536 + -22.248i
9.764 + -1.912i
0.527 + -37.138i
-4.100 + -22.871i
-39.371 + 21.703i
-4.156 + -1.067i
45.134 + 7.155i
1.005 + -16.991i
-6.648 + 20.811i
-1.270 + 3.414i
15.748 + 0.206i
23.289 + -14.967i
-67.803 + 66.618i
-17.644 + -4.072i
-18.695 + -59.796i
-10.319 + 10.310i
-75.119 + -17.878i
-20.095 + 5.712i
37.652 + -110.836i
-9.274 + -27.681i
27.427 + 57.161i
-5.785 + 5.475i
-49.165 + -44.929i
-9.013 + -12.318i
-17.534 + 29.705i
-22.739 + 26.983i
-62.101 + -93.291i
-13.891 + -18.492i
77.800 + 5.689i
-23.289 + 13.547i
-54.463 + -16.328i
11.641 + 6.760i
82.081 + 0.716i
3.356 + -22.845i
-18.083 + 54.262i
1.581 + 6.078i
-11.565 + -30.333i
-6.660 + -2.191i
4.882 + 46.734i
0.667 + -0.708i
44.304 + -12.159i
13.159 + -14.900i
33.605 + 59.291i
-1.771 + -8.935i
-33.676 + -36.594i
-8.417 + 4.193i
40.645 + -25.158i
-7.570 + -23.388i
-26.195 + 6.166i
-17.686 + 4.427i
16.880 + -39.011i
-28.735 + -1.694i
98.106 + 0.685i
24.105 + -14.362i
-26.788 + -9.438i
-27.508 + 6.625i
-22.507 + -45.063i
-5.513 + 0.674i
12.528 + 24.086i
-5.209 + 8.615i
40.584 + -8.664i
15.485 + -6.597i
20.004 + 24.997i
19.345 + -10.112i
-23.652 + -23.281i
-20.960 + -13.495i
32.392 + -15.515i
12.999 + -15.821i
-11.349 + 19.661i
-13.273 + -21.534i
-11.980 + 22.974i
-26.491 + -3.267i
32.775 + 6.083i
0.790 + 12.042i
3.671 + 71.388i
15.989 + -11.350i
29.262 + 50.262i
5.307 + 10.576i
61.662 + 20.407i
19.648 + -42.936i
8.308 + 66.858i
-1.010 + 22.902i
-63.962 + 43.989i
9.013 + 25.198i
-33.640 + -22.145i
14.426 + 8.683i
21.689 + -28.382i
-11.758 + -45.784i
48.014 + 62.998i
27.684 + 2.938i
-34.409 + 35.561i
-33.752 + -9.224i
70.698 + -37.271i
32.243 + -0.700i
17.531 + 33.319i
8.688 + -46.999i
-62.651 + 10.171i
-26.056 + -1.179i
17.075 + 78.878i
4.354 + -0.381i
-10.496 + 65.755i
13.003 + 16.080i
-65.298 + -19.974i
-32.973 + 13.622i
11.172 + -21.014i
3.090 + -6.555i
-7.445 + -7.947i
-30.712 + 10.295i
-48.631 + -5.057i
-11.634 + 26.513i
44.304 + -64.457i
-19.549 + -17.861i
39.386 + -1.498i
-6.167 + -3.707i
26.507 + -2.921i
6.736 + 2.657i
-3.131 + 29.610i
9.094 + -0.214i
-33.701 + -7.522i
9.605 + -1.476i
-29.846 + 12.713i
-54.371 + -16.544i
69.667 + -68.964i
1.836 + 0.176i
-1.651 + 138.226i
19.503 + 27.752i
-87.721 + -58.767i
4.929 + 31.393i
-7.065 + -1.577i
-15.912 + -48.685i
5.464 + -3.052i
-47.401 + 36.722i
42.251 + -59.615i
3.014 + -10.027i
34.453 + 0.154i
-8.701 + -12.710i
16.830 + -59.597i
-36.092 + 2.525i
9.732 + -20.647i
1.704 + 2.347i
37.863 + -30.800i
15.100 + -22.431i
-49.155 + 58.800i
-16.312 + -23.925i
-17.916 + 24.034i
-30.246 + 56.076i
-45.528 + -49.453i
-18.724 + -22.983i
74.032 + -8.467i
-29.597 + 5.411i
20.287 + 64.334i
28.252 + 20.325i
-32.428 + -85.598i
-52.986 + -8.240i
42.764 + 26.427i
1.491 + 17.551i
-17.589 + -115.672i
-64.241 + -12.245i
48.215 + 49.634i
12.961 + 31.108i
-63.290 + -16.792i
-41.018 + 66.523i
20.375 + -62.969i
53.634 + 21.249i
-19.906 + -67.552i
-35.907 + -45.200i
-8.903 + -60.271i
-49.864 + 6.452i
33.039 + 15.899i
-4.032 + 11.595i
30.937 + 68.065i
43.997 + 16.767i
-4.877 + 52.637i
19.837 + 18.626i
-66.310 + -8.343i
13.108 + 36.690i
-60.854 + -26.984i
0.588 + -7.429i
65.938 + 65.119i
40.935 + -34.862i
-39.088 + 31.796i
-57.629 + 8.329i
58.488 + -49.167i
-14.202 + 17.812i
40.695 + 11.060i
34.482 + -8.099i
42.158 + 13.804i
-3.621 + -11.192i
-60.124 + -10.476i
13.834 + 61.015i
-63.836 + -43.731i
14.897 + -22.334i
-57.350 + -41.030i
-76.642 + -5.894i
26.661 + -19.198i
-1.685 + 27.073i
-16.673 + 1.599i
-20.707 + 0.324i
-10.525 + -59.375i
-45.618 + 23.540i
28.628 + -13.354i
6.361 + -3.468i
17.258 + 48.022i
-1.613 + 18.524i
-1.109 + -50.473i
-42.233 + 19.358i
31.849 + -54.843i
10.499 + 27.104i
-49.423 + 18.583i
38.842 + 15.517i
-8.615 + 45.616i
3.414 + -24.475i
-28.483 + 76.423i
20.125 + 79.474i
-70.125 + -85.566i
-49.618 + -30.443i
113.090 + 74.399i
53.738 + 24.187i
7.026 + 73.529i
18.420 + 7.502i
53.242 + -72.452i
5.880 + -2.441i
-32.008 + -71.984i
-51.329 + -2.777i
61.263 + -32.752i
14.064 + 5.849i
-22.668 + 24.217i
16.435 + 62.221i
9.076 + -108.569i
15.615 + -58.918i
100.576 + 30.947i
61.632 + -60.563i
-44.106 + 74.274i
-28.361 + -31.313i
17.236 + -29.301i
-8.279 + 10.911i
-29.014 + 26.607i
-12.338 + -4.903i
-4.940 + 16.759i
-5.043 + -0.800i
95.041 + 5.349i
-29.115 + -6.236i
-71.283 + -48.781i
-8.675 + 72.086i
1.368 + -82.447i
-23.509 + -7.510i
-0.458 + -2.282i
6.783 + 7.241i
11.703 + -79.781i
-59.574 + 20.523i
46.848 + -50.490i
32.863 + -31.719i
46.873 + 31.115i
36.718 + -6.018i
-77.371 + 46.725i
3.988 + 18.738i
-24.630 + -68.748i
-8.742 + -21.321i
68.771 + 34.325i
-13.204 + -53.475i
-50.895 + -27.470i
-67.095 + 11.323i
127.023 + 48.711i
-5.285 + 27.086i
-47.687 + -44.780i
27.255 + 53.006i
61.541 + -22.744i
24.602 + -41.153i
-9.362 + 37.475i
41.629 + -14.326i
27.475 + 21.053i
16.106 + -26.704i
-69.317 + 50.713i
-18.245 + 14.156i
70.903 + 29.958i
81.205 + 2.029i
-74.634 + 74.677i
-13.346 + -5.078i
50.856 + -68.625i
22.433 + -50.302i
3.058 + 87.209i
-74.095 + -13.069i
62.032 + -20.288i
76.754 + 51.669i
-3.115 + 72.957i
40.999 + -57.638i
-54.544 + -18.903i
-24.459 + 10.616i
-48.233 + 21.781i
-52.726 + 46.374i
-4.924 + -39.235i
25.677 + 25.337i
1.096 + 51.714i
6.218 + 30.713i
15.194 + -79.862i
-1.497 + -29.161i
0.547 + 26.308i
-10.330 + 58.146i
-20.252 + -112.829i
20.151 + -11.671i
-47.744 + 21.559i
12.265 + -1.742i
-110.895 + -21.093i
-57.110 + 62.085i
0.682 + -3.642i
43.185 + -4.412i
-30.162 + -27.847i
-93.314 + 1.621i
64.241 + 11.898i
48.935 + 48.716i
-73.877 + 23.122i
25.492 + 63.374i
36.975 + -20.202i
39.050 + -38.153i
-26.787 + -9.359i
20.421 + 52.654i
12.729 + -30.331i
26.949 + -110.124i
57.128 + 57.323i
15.997 + 31.764i
-72.124 + -29.189i
-12.028 + 2.900i
8.575 + -164.748i
-62.198 + -37.012i
2.465 + 43.842i
-9.576 + -25.385i
93.473 + -50.904i
-12.700 + -21.404i
-47.195 + 31.425i
56.548 + 15.063i
-19.542 + -11.591i
-1.653 + -96.059i
4.250 + 102.877i
-25.526 + 2.338i
-23.411 + -26.937i
-69.547 + 30.513i
63.471 + -56.131i
-3.186 + -22.957i
13.397 + 48.127i
4.028 + 1.177i
43.209 + 8.665i
0.614 + -0.315i
-14.157 + -20.541i
-2.946 + 55.369i
38.660 + -83.119i
55.646 + -74.227i
-77.277 + -36.238i
-107.681 + -23.214i
40.457 + -14.769i
21.585 + -23.857i
-11.400 + 98.390i
7.483 + 7.034i
-63.090 + -59.416i
-54.447 + 10.993i
-55.896 + 51.482i
9.424 + 50.624i
-44.501 + 48.414i
-22.074 + 19.887i
20.476 + 8.322i
9.107 + 68.935i
-88.863 + -5.574i
-2.021 + 47.905i
-8.952 + -3.475i
26.102 + 57.350i
-55.324 + 46.693i
53.499 + 17.172i
25.101 + 3.191i
-13.479 + -5.296i
24.042 + 5.162i
64.430 + 38.392i
-75.671 + 42.213i
69.287 + 9.485i
-26.780 + -27.579i
-42.800 + 11.838i
-71.364 + -71.706i
-7.733 + 49.912i
32.194 + -8.823i
57.466 + -17.530i
-82.098 + 31.738i
35.834 + -5.255i
27.528 + -3.966i
5.492 + -38.558i
-54.563 + 0.754i
-26.801 + -17.818i
119.358 + -58.184i
-27.694 + -107.036i
62.439 + 46.565i
5.524 + -53.372i
14.444 + -30.558i
-37.973 + -41.394i
-16.377 + 1.431i
-59.445 + 6.832i
-30.239 + -83.345i
-51.691 + -6.565i
74.232 + 16.771i
-42.343 + -65.995i
-3.969 + -8.105i
-22.020 + 27.960i
44.375 + 8.210i
-42.199 + -56.026i
42.383 + -50.193i
-30.355 + -45.032i
37.862 + 53.345i
-63.337 + -29.078i
-46.680 + -5.285i
-27.893 + 94.259i
10.666 + -24.551i
-60.720 + -61.136i
103.279 + 46.085i
14.774 + 0.172i
50.096 + 93.162i
32.636 + -24.140i
29.487 + 12.101i
9.294 + 19.570i
1.109 + 12.344i
48.355 + -62.114i
-47.483 + 98.665i
-42.129 + 23.705i
-8.731 + -45.522i
-67.412 + 30.326i
-50.414 + 59.782i
11.698 + 97.337i
30.409 + -13.312i
-11.570 + 5.315i
-23.544 + 25.382i
27.222 + 63.416i
93.504 + 27.019i
24.688 + -99.411i
53.777 + 72.752i
27.393 + 118.557i
-96.195 + -141.402i
3.822 + -8.633i
35.528 + -45.023i
-84.883 + -96.434i
94.460 + 81.303i
75.017 + 27.292i
-51.213 + -48.364i
-91.125 + -11.002i
0.431 + -44.812i
44.367 + 17.342i
-21.117 + 121.648i
4.813 + -40.368i
93.642 + -8.835i
19.628 + -69.555i
-13.810 + 101.461i
44.866 + 13.282i
-183.703 + 39.875i
-53.565 + 86.141i
-58.492 + -97.309i
-157.292 + 71.539i
-84.961 + 4.397i
-31.793 + 139.432i
78.193 + -9.482i
-69.966 + -14.024i
210.990 + -10.543i
2.985 + 14.291i
35.150 + -52.713i
104.380 + -2.697i
-24.314 + 101.332i
3.098 + -56.092i
18.620 + 28.903i
18.166 + 35.481i
47.718 + 108.316i
82.792 + -7.920i
-137.765 + 40.969i
5.630 + 145.862i
5.367 + -38.889i
-0.147 + -24.652i
49.746 + 61.326i
62.403 + 2.064i
13.624 + -16.052i
-68.916 + 26.021i
-29.676 + -72.955i
-12.098 + 110.489i
56.185 + -31.720i
104.030 + -84.801i
-15.318 + 52.177i
-56.831 + 17.581i
-89.044 + -107.663i
-74.216 + 93.772i
85.954 + -99.185i
-121.617 + -68.380i
69.939 + -108.083i
-96.065 + 22.630i
95.109 + 30.552i
2.743 + 45.971i
61.808 + -89.798i
27.926 + -45.890i
-14.839 + -13.736i
-72.732 + 22.837i
15.461 + -4.853i
-7.394 + -22.949i
133.277 + 93.626i
43.541 + 34.844i
8.203 + -80.889i
-8.388 + -31.451i
32.811 + 32.983i
36.242 + -7.809i
-18.769 + 35.748i
-73.919 + 53.234i
35.885 + -58.976i
19.133 + 69.693i
103.167 + -60.174i
-95.524 + -43.568i
64.162 + -162.618i
-1.505 + 97.807i
-50.942 + -55.499i
-6.666 + 10.842i
-5.430 + -91.943i
-1.313 + 28.445i
-9.426 + -25.161i
-65.419 + -15.781i
57.861 + -105.317i
-55.661 + 27.750i
14.584 + 14.121i
46.653 + 29.996i
60.128 + -32.435i
29.381 + -71.940i
45.967 + 3.625i
-2.031 + -59.502i
-57.763 + 20.595i
-56.901 + 6.037i
112.283 + 109.907i
-27.402 + 4.252i
182.858 + -27.814i
74.442 + 22.633i
-22.617 + -35.895i
8.209 + 26.437i
22.311 + -65.892i
51.404 + 30.987i
-24.105 + 22.687i
98.831 + 9.098i
-86.490 + -55.589i
-23.352 + 49.773i
-66.776 + -39.485i
36.108 + 46.994i
-24.575 + 17.325i
-4.656 + -8.384i
92.044 + -8.903i
97.797 + -40.903i
-6.524 + 151.210i
137.495 + -35.083i
18.534 + -72.502i
-80.779 + -60.300i
31.242 + -59.288i
-11.633 + -35.910i
-19.633 + 91.359i
54.820 + 46.424i
-37.646 + -104.628i
-85.781 + 31.835i
-17.556 + 36.575i
79.757 + 20.766i
69.145 + -73.608i
-126.461 + -43.452i
65.072 + -2.801i
90.110 + 17.210i
30.928 + 6.406i
40.624 + 9.861i
25.310 + -3.305i
111.459 + -130.036i
34.425 + -8.878i
-87.077 + -50.527i
14.550 + -21.642i
9.115 + -57.094i
-47.991 + 22.487i
-16.633 + 122.806i
-72.378 + 11.592i
69.008 + -24.889i
31.406 + 36.477i
-12.585 + 75.366i
-21.728 + -124.714i
12.622 + -73.526i
-32.484 + 98.351i
40.423 + 80.206i
-62.752 + -85.334i
-99.659 + -39.724i
92.767 + 66.598i
83.835 + 66.998i
-1.517 + 9.695i
51.481 + -86.127i
70.084 + 6.149i
-57.265 + -1.928i
58.883 + -68.880i
16.020 + -32.947i
-16.045 + -23.853i
-31.078 + -8.968i
30.160 + 43.028i
0.470 + 51.432i
-6.028 + -69.630i
89.139 + 80.919i
-74.415 + -4.917i
23.041 + -45.776i
-6.315 + 26.720i
29.457 + 20.312i
138.335 + 19.711i
-9.206 + -82.904i
-15.583 + -136.399i
44.612 + 80.436i
-56.246 + 45.392i
80.224 + -74.398i
-44.804 + -21.721i
-3.974 + 33.706i
-59.882 + -46.340i
-57.096 + -24.266i
26.024 + 105.920i
107.780 + 12.168i
68.850 + 81.653i
146.592 + -39.981i
-97.173 + 58.320i
18.209 + 24.265i
30.800 + -39.868i
76.049 + 76.621i
-29.189 + -46.268i
28.319 + -122.194i
31.345 + -75.835i
-43.917 + 96.069i
-32.315 + -123.368i
107.933 + -136.417i
-66.712 + 36.256i
-46.091 + -71.030i
21.929 + 53.131i
47.489 + -46.374i
11.992 + 72.979i
75.191 + -95.292i
-34.496 + 3.527i
-5.755 + 87.294i
-173.091 + -108.927i
-78.320 + -105.082i
143.579 + 114.804i
0.401 + 27.235i
-40.731 + 0.754i
105.310 + -44.239i
23.464 + -14.289i
7.532 + -15.101i
-144.970 + 19.992i
49.705 + -34.151i
83.790 + -26.500i
-78.333 + -169.620i
-12.647 + 70.145i
-81.365 + 0.589i
108.737 + -83.275i
-27.944 + -24.685i
-60.271 + -48.381i
7.768 + -88.409i
-86.742 + 79.102i
-72.190 + 2.763i
35.632 + 13.679i
-92.709 + -55.781i
67.686 + 5.419i
-98.532 + -15.713i
96.119 + -20.694i
-85.483 + -32.526i
51.988 + 15.928i
71.894 + 42.676i
-61.474 + 1.349i
-85.947 + -46.158i
51.403 + -63.168i
-72.069 + 49.686i
-83.407 + 92.658i
13.385 + 40.774i
175.280 + 11.282i
-56.944 + -9.401i
75.680 + -102.457i
11.040 + 13.534i
24.626 + -28.244i
124.807 + -82.063i
-81.124 + 75.312i
-13.641 + -42.962i
-46.876 + 28.109i
-25.739 + 37.451i
61.524 + 48.845i
40.209 + 34.913i
-57.050 + -82.750i
-2.079 + -88.349i
140.095 + 121.187i
21.888 + -111.207i
-54.548 + 57.798i
100.395 + 35.158i
-44.407 + 35.594i
-28.311 + -15.343i
-23.840 + 27.778i
14.703 + -57.754i
23.948 + 14.442i
-131.649 + 48.153i
-74.084 + 60.970i
118.876 + 173.763i
-3.697 + 46.199i
130.742 + 30.619i
-2.482 + -62.659i
-14.484 + -119.435i
-45.153 + 66.430i
81.996 + 59.206i
-24.450 + 65.145i
-20.222 + -42.900i
10.029 + -120.101i
-149.259 + -20.309i
210.812 + 31.061i
-51.740 + -130.287i
81.787 + -16.035i
152.331 + -38.040i
-40.240 + 147.847i
40.814 + -98.123i
-45.411 + 6.476i
37.837 + 69.181i
-68.969 + 25.195i
55.484 + -15.557i
-156.830 + 17.383i
-43.414 + 61.819i
-23.433 + -28.513i
-106.192 + 11.471i
-17.300 + 42.770i
-41.782 + 38.221i
33.788 + 37.001i
73.047 + 77.994i
-32.684 + 73.191i
14.506 + -150.735i
89.617 + 156.346i
32.522 + 68.410i
48.712 + 58.400i
-27.507 + -67.169i
131.126 + 3.400i
107.595 + 61.678i
-25.118 + 66.372i
31.500 + -150.120i
106.281 + 44.313i
5.248 + -16.614i
-13.447 + 102.743i
-8.163 + 86.371i
88.764 + -101.503i
49.552 + -13.883i
3.622 + -19.935i
-92.977 + 61.568i
-15.277 + -187.535i
-16.583 + 11.690i
39.643 + 69.301i
-6.303 + -44.117i
-12.107 + 15.664i
67.043 + 177.310i
-96.518 + -185.383i
-116.714 + 66.435i
31.260 + -49.953i
-9.442 + -5.371i
92.187 + -30.623i
85.456 + 7.469i
-79.463 + 5.878i
99.508 + -25.322i
-76.898 + -29.130i
-33.921 + -7.348i
26.264 + 144.786i
147.998 + -36.737i
42.763 + -6.324i
53.314 + -57.019i
-54.592 + -59.275i
-54.777 + -154.704i
-15.484 + 185.182i
64.059 + 36.959i
-16.778 + 73.941i
40.813 + 26.793i
-2.863 + -46.260i
-133.179 + -7.261i
77.538 + -6.964i
14.268 + 94.954i
24.076 + -1.499i
137.836 + 43.128i
-85.851 + -103.956i
26.069 + 24.272i
-76.391 + -16.752i
-18.994 + -115.088i
69.238 + 91.655i
-29.743 + -10.955i
-11.580 + 21.267i
120.430 + 72.675i
-48.098 + 40.184i
65.074 + -52.826i
-14.647 + 37.137i
87.402 + -26.232i
-3.799 + 113.412i
41.401 + -128.415i
114.219 + 66.980i
33.713 + -76.834i
-32.924 + 2.778i
0.744 + 101.649i
-62.827 + -109.178i
-5.731 + -108.595i
86.331 + 72.873i
-127.423 + -82.878i
86.546 + -90.801i
-58.604 + -27.139i
-69.567 + -15.419i
-63.803 + 162.843i
-1.010 + -18.131i
205.444 + -113.933i
-50.587 + 124.996i
-48.221 + -152.935i
28.064 + 115.840i
-89.777 + 22.319i
93.440 + 19.761i
25.137 + 31.768i
-28.417 + 22.951i
45.670 + 100.149i
-87.252 + 8.097i
80.369 + 89.841i
48.568 + -20.516i
-16.084 + -36.622i
-44.492 + -65.139i
14.119 + 64.226i
-31.912 + 12.278i
18.407 + -77.836i
72.042 + 100.568i
-14.347 + -42.983i
17.750 + -48.795i
-12.612 + 84.400i
17.197 + -10.281i
-6.381 + -42.631i
11.237 + -69.814i
-21.281 + 44.024i
8.249 + 37.024i
70.421 + -76.347i
-9.407 + 67.040i
13.242 + 9.459i
14.204 + -8.262i
61.966 + 125.779i
-168.624 + -39.429i
73.078 + 38.402i
86.824 + 1.723i
13.427 + -113.209i
-41.372 + 26.494i
-20.957 + 72.339i
-65.648 + -231.655i
-75.018 + 56.767i
-78.985 + 116.359i
32.240 + -127.418i
4.132 + 8.214i
-62.602 + 200.209i
-75.952 + -91.142i
-22.659 + -74.455i
-81.271 + 61.488i
11.707 + 151.752i
-100.022 + 48.797i
-45.826 + 68.874i
76.145 + 84.056i
58.245 + -35.250i
100.443 + 51.856i
-67.545 + 172.776i
-8.217 + -149.191i
78.178 + 24.567i
90.731 + 36.285i
89.219 + 20.338i
-32.003 + -58.081i
40.152 + -108.226i
73.361 + 0.277i
49.733 + 94.555i
-130.022 + -114.214i
-8.445 + -23.244i
44.517 + -141.601i
-27.098 + -17.065i
-256.435 + -11.371i
-36.891 + 24.856i
-1.954 + 104.282i
-2.417 + 62.124i
-4.668 + -24.895i
-15.497 + -45.970i
-30.237 + 74.771i
-13.560 + 106.059i
55.164 + -105.531i
-92.806 + -134.294i
29.252 + 120.272i
-39.879 + 15.433i
119.488 + 60.321i
27.365 + 55.351i
40.173 + -94.773i
37.877 + -4.280i
-72.827 + 5.176i
-38.826 + 40.486i
23.107 + -42.662i
-48.574 + 47.245i
44.403 + -3.164i
-24.926 + 22.882i
-15.235 + -67.014i
40.701 + 126.142i
4.510 + -15.202i
-115.832 + -18.616i
89.257 + -140.819i
29.604 + 78.187i
65.800 + 99.315i
111.612 + -106.395i
-34.782 + -200.866i
-119.628 + 86.955i
63.299 + 15.925i
112.726 + -94.066i
-154.864 + -77.895i
86.000 + -20.052i
-130.654 + 312.233i
113.272 + 37.590i
-15.433 + -27.683i
3.303 + 183.050i
-117.047 + -72.003i
108.988 + 103.852i
-11.386 + 74.751i
45.186 + -157.614i
34.447 + -2.964i
-60.707 + 146.825i
-59.740 + 24.777i
192.215 + 41.957i
-12.610 + 9.296i
50.232 + 4.528i
-60.594 + -91.452i
-54.829 + -7.218i
-31.384 + 159.196i
139.146 + 1.233i
139.585 + -0.387i
-29.391 + 6.526i
12.919 + -57.600i
32.245 + -70.248i
218.817 + -170.472i
-113.954 + -176.554i
-110.919 + 64.969i
89.519 + -6.276i
-76.758 + -88.062i
-137.664 + 254.267i
-21.660 + 2.389i
147.576 + -101.282i
47.590 + -78.182i
-46.906 + 151.959i
-87.835 + -84.825i
109.590 + -64.537i
-45.136 + -49.814i
71.160 + -20.850i
-127.436 + 53.936i
-67.171 + -70.692i
37.584 + 5.476i
-37.593 + 23.010i
108.079 + -60.559i
-125.550 + -82.638i
41.682 + -59.101i
37.131 + -48.422i
62.909 + -1.541i
-42.031 + -112.297i
47.827 + -9.104i
-16.263 + -108.991i
8.307 + -120.488i
-12.528 + -8.490i
-181.988 + 96.846i
-6.930 + -197.387i
130.207 + 114.900i
-165.721 + -21.715i
40.599 + 54.005i
16.923 + 39.400i
99.336 + -95.522i
-59.355 + -129.389i
47.983 + 134.134i
43.418 + -117.793i
56.541 + -0.418i
-117.974 + 63.577i
92.362 + -85.864i
85.946 + -85.255i
-46.357 + -56.601i
-155.178 + -68.590i
30.858 + -105.917i
-71.498 + -137.957i
-96.818 + 244.651i
11.217 + 63.694i
101.830 + -17.347i
-80.321 + -18.124i
161.634 + -39.368i
-17.220 + -196.579i
-98.044 + -13.553i
-131.042 + 71.455i
51.387 + 20.658i
-78.312 + -6.360i
-57.500 + 58.934i
94.214 + 105.164i
74.127 + 57.717i
-29.982 + 9.511i
-53.063 + -168.310i
17.213 + 34.106i
-61.020 + 101.737i
24.417 + -51.868i
-143.641 + 57.546i
96.133 + 208.970i
-158.829 + 93.915i
134.365 + 39.987i
-78.912 + 134.032i
-69.276 + -27.717i
189.574 + 169.947i
142.410 + 0.011i
-33.934 + 52.672i
-6.109 + 22.587i
111.735 + -13.777i
-71.473 + 112.193i
92.357 + -74.814i
102.896 + -111.128i
63.575 + 29.726i
-87.956 + -1.831i
38.514 + -136.369i
49.366 + 16.639i
-195.585 + 63.896i
21.287 + 138.773i
38.469 + 58.545i
69.434 + 40.743i
153.187 + -72.869i
16.631 + -273.733i
-158.010 + 44.964i
-102.685 + 217.985i
-17.978 + 164.865i
175.339 + 87.503i
153.778 + -2.230i
79.250 + 32.961i
-61.087 + -77.057i
100.096 + 134.832i
0.242 + -198.867i
-73.439 + -60.126i
3.146 + -68.878i
-4.174 + -12.288i
-179.544 + -47.190i
72.717 + 131.977i
58.618 + 97.516i
44.631 + -263.347i
-3.392 + -67.840i
-6.248 + 30.621i
-263.956 + 141.307i
-4.824 + 45.726i
107.443 + 143.185i
75.252 + 49.907i
-66.352 + -66.820i
-185.793 + 95.000i
93.253 + -33.226i
18.529 + 100.307i
6.047 + 17.859i
63.639 + -9.600i
108.488 + 37.258i
132.470 + -50.916i
-88.182 + 27.021i
105.912 + -64.505i
48.801 + 105.825i
68.431 + -82.319i
-152.495 + 54.293i
78.678 + 82.868i
1.275 + 84.207i
-30.289 + 18.719i
-86.338 + 83.711i
69.402 + 112.813i
191.275 + 174.770i
140.204 + 21.104i
28.389 + -76.770i
22.906 + 52.300i
233.587 + -154.348i
-111.749 + -107.834i
13.971 + -143.890i
